eventUUID,eventTitle,a_title,startDate,startTime,endDate,endTime,untiID,feedbackQuestionID,question,value,data,Unnamed: 12,Unnamed: 13,Unnamed: 14
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,10900,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",слушал вебинар,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,10900,43,"Чему новому, как вам кажется, вы научились?",как начать работать ,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,10900,55,Была ли в этом ценность и в чем она выражается?,сократило мне время на разбираться самому,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,10900,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",нет,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,21127,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",5,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,21127,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,21127,43,"Чему новому, как вам кажется, вы научились?","Быть в роли Цезаря:
1. Сидеть на нескольких стульях.
2. Держать ухо востро.
3. Удерживать несколько позиций, задач, контекстов.
4. Отслеживать путь остальных членов команды.
",,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,21127,55,Была ли в этом ценность и в чем она выражается?,"Проверка сценариев студентов на платформе Университета 2035, по которым я впоследствии буду консультировать их в Службе сопровождения.",,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,21127,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Подробные комментарии предоставлю организаторам по итогам демодня.,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,52942,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,52942,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Сложный вопрос ребят,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,52942,43,"Чему новому, как вам кажется, вы научились?",отвечать на сложные вопросы,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,52942,55,Была ли в этом ценность и в чем она выражается?,в русском языке,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,52942,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",поменять рефлексию,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,85,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",5,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,85,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","Рассказали, что делать. И что надо зачекиниться, оставить ОС и рефлексию. И выбрать курс, но это уже позже.",,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,85,43,"Чему новому, как вам кажется, вы научились?",Ничему,,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,85,55,Была ли в этом ценность и в чем она выражается?,"Ну, тестировали платформу...",,,,
8e62e9ff-7c2b-4a39-96c6-de9a72d72df2,CustDev,Вебинар демодня,2020-04-08,15:00:00,2020-04-08,15:10:00,85,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Размытый вопрос. Не знаю, какие ещё комментарии нужны.",,,,
adb8c007-0d31-47db-bcdd-1028a8017000,,"Что делать, когда то, что ты делал сейчас не актуально?",2020-04-09,14:00:00,2020-04-09,15:30:00,141439,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",1,,,,
adb8c007-0d31-47db-bcdd-1028a8017000,,"Что делать, когда то, что ты делал сейчас не актуально?",2020-04-09,14:00:00,2020-04-09,15:30:00,141439,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
adb8c007-0d31-47db-bcdd-1028a8017000,,"Что делать, когда то, что ты делал сейчас не актуально?",2020-04-09,14:00:00,2020-04-09,15:30:00,141439,43,"Чему новому, как вам кажется, вы научились?",,,,,
adb8c007-0d31-47db-bcdd-1028a8017000,,"Что делать, когда то, что ты делал сейчас не актуально?",2020-04-09,14:00:00,2020-04-09,15:30:00,141439,55,Была ли в этом ценность и в чем она выражается?,,,,,
adb8c007-0d31-47db-bcdd-1028a8017000,,"Что делать, когда то, что ты делал сейчас не актуально?",2020-04-09,14:00:00,2020-04-09,15:30:00,141439,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,143540,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,143540,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Познакомились с ПО для осуществления текущей деятельности и поняли основные концепции интенсива,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,143540,43,"Чему новому, как вам кажется, вы научились?",Приобрели навыки работы с использованием новых средств общения,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,143540,55,Была ли в этом ценность и в чем она выражается?,"Да, повысил свои коммуникативные навыки",,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,143540,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Расширил свои горизонты в дистанционном обучении и проектировании.,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145046,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145046,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Поиск важной информации,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145046,43,"Чему новому, как вам кажется, вы научились?",Анализировать проект,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145046,55,Была ли в этом ценность и в чем она выражается?,в аналитических умениях ,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145046,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",С агар агаром ,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,139853,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,139853,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции","- знакомство с деятельностью У20.35 и интенсивом в частности;
- узнала что такое НТИ и как соотносится проектный трек;
- как будет проходить работа в рамках интенсива;
- почему участие в интенсиве это выгодно и студентам и наставникам;
",,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,139853,43,"Чему новому, как вам кажется, вы научились?",,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,139853,55,Была ли в этом ценность и в чем она выражается?,,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,139853,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Было интересно и полезно как для студентов, так и для наставников. Ссылку на мероприятие отправила членам команды, чтобы потом можно было обсудить. ",,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145919,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145919,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",На интенсиве мы узнали все основное о проекте 2035,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145919,43,"Чему новому, как вам кажется, вы научились?",Узнала много нового и интересного о проекте ,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145919,55,Была ли в этом ценность и в чем она выражается?,"Да, это очень важно для меня, я хочу поучаствовать в реализации крутого проекта",,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,145919,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Пётр Федин и Виталий Генаров познакомил нас с НТИ,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,83028,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,83028,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,83028,43,"Чему новому, как вам кажется, вы научились?",,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,83028,55,Была ли в этом ценность и в чем она выражается?,,,,,
466a2b16-2a00-4ecb-a6ca-bc910d0edfcf,Добро пожаловать в интенсив с Университетом 20.35!,Стрим,2020-04-14,15:00:00,2020-04-14,17:00:00,83028,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,144178,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",8,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,144178,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Просмотр вебинара.,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,144178,43,"Чему новому, как вам кажется, вы научились?",При просмотра вебинара определены основные этапы интенсива.,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,144178,55,Была ли в этом ценность и в чем она выражается?,"Ценность заключается в том, что были рассмотрены конкретные примеры реализации проектов. Это помогло понять суть проектной деятельности со  студентами.",,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,144178,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Спасибо, за предоставленную информацию и разъяснения интересующих вопросов.",,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,143239,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,143239,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Мы были вовлечены в проектную деятельность,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,143239,43,"Чему новому, как вам кажется, вы научились?","Вести проектную деятельность, ставить цели и задачи",,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,143239,55,Была ли в этом ценность и в чем она выражается?,"Да, в полученных навыках",,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,143239,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?","Да, поделюсь",,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,83028,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,83028,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,83028,43,"Чему новому, как вам кажется, вы научились?",,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,83028,55,Была ли в этом ценность и в чем она выражается?,,,,,
6701a280-d90e-42bd-a854-989f8a383ac6,Биржа проектов - присвоение задач от партнеров,Биржа проектов - присвоение задач от партнеров,2020-04-14,13:00:00,2020-04-14,20:55:00,83028,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
eebc2094-4903-4064-9044-da47a1f46b3d,,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,83028,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
eebc2094-4903-4064-9044-da47a1f46b3d,,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,83028,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
eebc2094-4903-4064-9044-da47a1f46b3d,,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,83028,43,"Чему новому, как вам кажется, вы научились?",,,,,
eebc2094-4903-4064-9044-da47a1f46b3d,,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,83028,55,Была ли в этом ценность и в чем она выражается?,,,,,
eebc2094-4903-4064-9044-da47a1f46b3d,,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,83028,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,143540,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,143540,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",Модерация общения студентов и заказчика,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,143540,43,"Чему новому, как вам кажется, вы научились?",Коммуникативной активности,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,143540,55,Была ли в этом ценность и в чем она выражается?,"Да, повысил свои коммуникативные навыки",,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,143540,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",Познакомился с интересными научными тематиками.,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,131243,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",1,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,131243,46,"Перечислите основные этапы деятельности, в которую вы были вовлечены и благодаря этому приобретали новые или развивали существующие компетенции",,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,131243,43,"Чему новому, как вам кажется, вы научились?",,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,131243,55,Была ли в этом ценность и в чем она выражается?,,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,131243,45,"Поделитесь вашими комментариями или пожеланиями по поводу того, с чем вы познакомились?",,,,,
23f9dc17-a464-473c-9825-b61d60a27ab6,Встреча с представителем заказчика,Сессия вопрос-ответ,2020-04-15,11:00:00,2020-04-15,17:00:00,47612,44,"Насколько вероятно, что Вы порекомендуете мероприятие знакомым? Пожалуйста, оцените по шкале от 0 до 10",10,,,,
