untiID,value,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_skip,sentiment_speech,ner,answer_len,upper_case_word_count,punctuation_count,char_count,word_count,word_density,stopword_count
81427,"Было бы хорошо, если бы рассмотрение функций организовывалось бы с аккаунта без администраторских прав. Это несколько вводит в заблуждение",0,1,0,0,0,0,138,2,2,138,19,6.9,8
96598,Работать с платформой РТ,0,1,0,0,0,0,24,2,0,24,4,4.8,1
96598,Все очень эффективно и продуктивно,0,1,0,0,0,0,34,1,0,34,5,5.666666666666667,2
96598,"Спасибо за то, что сделали еще и сам курс для наставников и там все видео выложили",0,0,0,0,1,0,82,1,1,82,16,4.823529411764706,9
114430,никогда не пользовалась данной платформой,0,1,0,0,0,0,41,0,0,41,5,6.833333333333333,2
114430,новые знания,0,1,0,0,0,0,12,0,0,12,2,4.0,0
139853,Как наставник я могу работать в P&T! ,0,1,0,0,0,0,37,2,2,37,7,4.625,3
76152,создание канала в People`n`Teams,0,1,0,0,0,0,32,1,2,32,4,6.4,1
76152,"да,улучшение навыков пользования этим приложением поможет при проведении проектной деятельности и получении знаний на дистанционном обучении",0,1,0,0,0,0,140,0,1,140,16,8.235294117647058,3
76152,"все было прекрасно,спасибо за вебинар!",0,0,0,0,1,0,38,0,2,38,5,6.333333333333333,3
27358,Все доступно и понятно!,0,1,0,0,0,0,23,1,1,23,4,4.6,2
76456,0,0,1,0,0,0,0,1,0,0,1,1,0.5,0
76456,Получил базовое представление об организации работы pt и trello,0,1,0,0,0,0,63,1,0,63,9,6.3,2
76456,0,0,1,0,0,0,0,1,0,0,1,1,0.5,0
13493,"Некоторым функциям, которые не использовал.  Узнал требования к заполнению карточек для анализа ботом.",0,1,0,0,0,0,102,2,3,102,13,7.285714285714286,3
13493,Очень полезный вебинар,0,1,0,0,0,0,22,1,0,22,3,5.5,0
141948,"Создали команду в trello, пользоваться доской",0,1,0,0,0,0,45,1,1,45,6,6.428571428571429,1
81371,"С работой в trello и people and teams уже была знакома, но были технические проблемы, которые организаторы разрешили",0,1,0,0,0,0,116,1,2,116,18,6.105263157894737,7
145512,Уяснил значение колонок на доске проекта и понял как привязать доску к странице в People&Teams.,0,1,0,0,0,0,95,2,2,95,15,5.9375,5
145512,Ценность полученных знаний заключается в развитии и отслеживании выполняемых этапов работы.,0,1,0,0,0,0,91,1,1,91,11,7.583333333333333,2
145512,"Мне понравилось, достаточно инфомативно)",0,0,1,0,0,0,40,1,2,40,4,8.0,1
145981,"немного научилась работать в том, как создать доску в инт.",0,1,0,0,0,0,58,0,2,58,10,5.2727272727272725,3
145981,"ценность в том, что такой доской можно пользоваться и во время работы над проектом, и в своей работе по должности",0,1,0,0,0,0,113,0,2,113,20,5.380952380952381,10
145981,отлично объяснение и демонстрация,0,1,0,0,0,0,33,0,0,33,4,6.6,1
144432,Создавать trello доску,0,1,0,0,0,0,22,1,0,22,3,5.5,0
144432,"Да, в дальнейшем может пригодиться на работе",0,1,0,0,0,0,44,1,1,44,7,5.5,3
144178,"Как работать с доской в Трелло, создавать карточки и чек-листы.",0,1,0,0,0,0,63,2,3,63,10,5.7272727272727275,4
144178,Ценность заключалась в  изучении нового полезного инструмента для ведения проектных задач.,0,1,0,0,0,0,90,1,1,90,11,7.5,2
144178,"Вебинар был очень полезен, помог разобраться с основными правилами работы на платформе. Спасибо спикеру за ответы на интересующие вопросы.",0,1,0,0,0,1,138,2,3,138,19,6.9,5
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
114371,*,0,1,0,0,0,0,1,0,1,1,1,0.5,0
48258,Работать с платформой People and Teams,0,1,0,0,0,0,38,3,0,38,6,5.428571428571429,1
48258,Освоил протокол взаимодействия с платформой для таск-трекинга Университета 2035 ,0,1,0,0,0,0,80,2,1,80,9,8.0,2
48258,Спасибо.,0,0,0,0,1,1,8,1,1,8,1,4.0,0
145990,"Пользоваться трелло, создавать доску, события, прикреплять задачи и др.",0,1,0,0,0,0,71,1,4,71,9,7.1,1
145990,Применение в своих проектах,0,1,0,0,0,0,27,1,0,27,4,5.4,1
145990,Не знала о существовании трелло раньше,0,1,0,0,0,0,38,1,0,38,6,5.428571428571429,2
144178,Системный анализ. Формулировка идей студентов в более корректной форме. ,0,1,0,0,0,0,72,2,2,72,9,7.2,2
144178,Активизировалась работа и увеличилась заинтересованность студентов.,0,1,0,0,0,0,67,1,1,67,6,9.571428571428571,1
83028,"Организации и планированию своей работы, работа в команде",0,1,0,0,0,0,57,1,1,57,8,6.333333333333333,2
61183,Я попробовал новый подход к оценке серьезности проблемы проекта.,0,1,0,0,0,0,64,1,1,64,9,6.4,2
61183,Обучение новым подходам к систематизации информации.,0,1,0,0,0,0,52,1,1,52,6,7.428571428571429,1
143239,"Прорабатывать сценарии, описывать проблеиы, возникшие во время работы. Определять зоны неопределенности",0,1,0,0,0,0,103,2,3,103,11,8.583333333333334,1
143239,"Да, новые навыки, необходимые для развития ",0,1,0,0,0,0,43,1,2,43,6,6.142857142857143,1
144178,Научились генерировать идеи и грамотно формулировать гипотезы. ,0,1,0,0,0,0,63,1,1,63,7,7.875,1
144178,Проведена конструктивная работа с командой. Выявлены непонимания студентов в дальнейших действиях по реализации проекта.,0,1,0,0,0,0,120,2,2,120,14,8.0,3
143239,"Узнала, что такое ""проблемные интервью"" и как оно проводится",0,1,0,0,0,0,60,1,3,60,9,6.0,3
143239,Да,0,1,0,0,0,1,2,1,0,2,1,1.0,1
83028,Проведению проблемного интервью,0,1,0,0,0,0,31,1,0,31,3,7.75,0
96598,Методологии организации хакатона в он-лайн пространстве,0,1,0,0,0,0,55,1,1,55,6,7.857142857142857,1
96598,Прирост кометенций по организации и участию в хакатоне,0,1,0,0,0,0,54,1,0,54,8,6.0,3
114245,На хакатонах всегда улучшаются навыки самопрезентации и сторителлинга. Улучшил ораторское искусство. ,0,1,0,0,0,0,101,2,2,101,11,8.416666666666666,3
114245,Получил ценную информацию от экспертов по своему проекту. Она помогла пересмотреть концепцию и направить проект в нужное русло.,0,1,0,0,0,0,127,2,2,127,18,6.684210526315789,5
69254,"Лучше понимать участников в команде, более слаженной работе",0,1,0,0,0,0,59,1,1,59,8,6.555555555555555,3
69254,Ценность непременно была,0,1,0,0,0,0,24,1,0,24,3,6.0,1
143253,"Понимать, что есть 4 типа аудитории, и с каждой из них нужно работать по-разному и в целом понятно, как это делать",0,1,0,0,0,0,114,1,4,114,21,5.181818181818182,9
143253,"Ценность в том, что никто такого больше не говорил на других курсах по ораторскому искусству",0,1,0,0,0,0,92,1,1,92,15,5.75,6
143253,"Но в основном это мероприятие - это реклама других программ тренера, много времени уделено самопиару  конце (минут 15- 20 из 60)",0,1,0,0,0,0,128,1,5,128,21,5.818181818181818,4
145878,Формированию проблемы заказчика.,0,1,0,0,0,0,32,1,1,32,3,8.0,0
145878,Работа более вероятно принесет пользую,0,1,0,0,0,0,38,1,0,38,5,6.333333333333333,1
75044,получил знания по планированию  опроса и интервью,0,1,0,0,0,0,49,0,0,49,7,6.125,2
75044,"Ценность в том, что значимый сбор информации происходит именно через опрос и интервью.",0,1,0,0,0,0,86,1,2,86,13,6.142857142857143,4
75044,"важно строить диалог (интервью) интересуясь нуждами оппонента, а также направлять разговор к обоюдному поиску решения задач. ",0,1,0,0,0,0,125,0,4,125,16,7.352941176470588,2
143540,Научились не напрямую получать информацию от целевого собеседника.,0,1,0,0,0,0,66,1,1,66,8,7.333333333333333,2
143540,Приобрели соответствующий опыт.,0,1,0,0,0,0,31,1,1,31,3,7.75,0
143540,Приобрели опыт интервьюирования и получили рекомендации по соответствующей литературе.,0,1,0,0,0,0,86,1,1,86,9,8.6,2
69254,Лучше разбираться в ценности и необходимости создаваемого продукта,0,1,0,0,0,0,66,1,0,66,8,7.333333333333333,3
69254,"Ценность была. проект теперь получится рассмотреть более глубинно, благодаря чему правильно построить дальнейший план развития проекта",0,1,0,0,0,0,134,1,2,134,16,7.882352941176471,2
69254,Лекция оказалась информативной,0,1,0,0,0,0,30,1,0,30,3,7.5,0
77985,Разобралась с HADI-циклами,0,1,0,0,0,1,26,2,1,26,3,6.5,1
77985,Подобные знания необходимы в работе над проектом,0,1,0,0,0,0,48,1,0,48,7,6.0,2
77985,"Большое спасибо за информацию, все понятно и доступно",0,0,0,0,1,0,53,1,1,53,8,5.888888888888889,3
144178,"Формулировка и составление списка гипотез, что помогает правильно и грамотно составить вопросы заказчику.",0,1,0,0,0,0,105,1,2,105,13,7.5,3
144178,"Ценность заключалась в том, что на примере ""живого"" общения (показанного в вебинаре) и проведенного пробного интервью с командой, выработались соответствующие компетенции.  ",0,1,0,0,0,0,173,1,7,173,21,7.863636363636363,6
144178,"В вебинаре принимали участие студенты.  Пример проведения проблемного интервью (продемонстрированного в вебинаре), значительно облегчил работу с командой. По аналогии, было проведено пробное интервью и выдвинуты гипотезы по проектным задачам.",0,1,0,0,0,0,242,3,7,242,29,8.066666666666666,7
144609,"Я узнал разные виды вопросов, например закрытые и открытые.  Я научился правильно задавать вопросы., чтобы не только получить нужные мне сведения от человека, но и узнать некоторые детали или нюансы.",0,1,0,0,0,0,199,2,6,199,30,6.419354838709677,11
144609,"Огромная ценность. Ведь проект требует разных навыков. И узнавать у людей то, что им нужно - очень важно. Я сам сейчас понимаю, что мог допустить некоторые ошибки в самой постановки задачи проекта. ",0,1,0,0,0,0,198,4,7,198,32,6.0,10
144609,"Вот лично для меня, самое основное, что я узнал, что нужно мало того, придумать что-то инновационное и удобное, нужно еще, чтоб было для кого его придумать (потенциальных клиентов, пользователей).",0,1,0,0,0,0,196,1,11,196,29,6.533333333333333,10
83028,"Узнала, что вообще такое ""Проблемное интервью"" и как его правильно проводить",0,1,0,0,0,0,76,1,3,76,11,6.333333333333333,4
83028,"Появились новые и интересные знания, которые могут пригодиться при дальнейшем участии в новых мероприятиях",0,1,0,0,0,0,106,1,1,106,14,7.066666666666666,3
145989,получила новые знания,0,1,0,0,0,0,21,0,0,21,3,5.25,0
145989,Скорее да,0,1,0,0,0,0,9,1,0,9,2,3.0,1
145989,Спасибо!,0,0,0,0,1,1,8,1,1,8,1,4.0,0
51190,0,0,1,0,0,0,0,1,0,0,1,1,0.5,0
51190,"Ценность есть, поскольку среди множества идей можно найти то решение, которое подойдет к проекту",0,1,0,0,0,0,96,1,2,96,14,6.4,3
51190,0,0,1,0,0,0,0,1,0,0,1,1,0.5,0
26157,Новые навыки по работе с доской трелло,0,1,0,0,0,0,38,1,0,38,7,4.75,2
26157,правильность оставления цифрового следа,0,1,0,0,0,0,39,0,0,39,4,7.8,0
26157,"Вебинар познавательный, но очень длинный. можно было бы разбить на две части. в связи с тем, что запись вебинара велась только со второй его половины скорее всего необходимо будет его еще раз повторить",0,1,0,0,0,0,201,1,4,201,33,5.911764705882353,16
144178,Собирать цифровой след по работе проекта.,0,1,0,0,0,1,41,1,1,41,6,5.857142857142857,1
144178,"Ценность заключается в том, что приобретены навыки работы с доской Трелло и фиксации цифрового следа.",0,1,0,0,0,0,101,2,2,101,15,6.3125,4
144178,"Информация изложена доступно, спасибо за примеры!",0,1,0,0,0,0,49,1,2,49,6,7.0,1
96598,понимание того как оставлять персональный цифровой след,0,1,0,0,0,0,55,0,0,55,7,6.875,2
76456,получил обобщенные знания по теме выступления,0,1,0,0,0,0,45,0,0,45,6,6.428571428571429,1
76456,базовое понимание текущей ситуации на рынке,0,1,0,0,0,0,43,0,0,43,6,6.142857142857143,1
76456,базовое представление о рынке.,0,1,0,0,0,0,30,0,1,30,4,6.0,1
143755,"Я научилась впринципе работать и с Trello и с Miro ( переставлять карточки, добавлять, картинки прикреплять, рисовать , создавать доски )",0,1,0,0,0,0,137,3,6,137,21,6.2272727272727275,5
143755,"Конечно была, теперь намного проще, как мне кажется, будет работать над проектом, так как есть возможность очень удобно распределять задачи, проблемы , понимать , что выполнили и что еще нужно сделать...",0,1,0,0,0,0,203,1,10,203,31,6.34375,13
143755,"Мне очень понравился вебинар, так как всё было очень доступно рассказано и показано, даже с возможностью всё самим попробовать прямо во время вебинара. Могу сказать только огромное спасибо за такую полезную информацию!!!",0,1,0,0,0,0,220,2,6,220,32,6.666666666666667,10
95751,"Использовать в проектной деятельности такие платформы, как Miro и Trello",0,1,0,0,0,0,72,3,1,72,10,6.545454545454546,3
95751,"Да, теперь можно использовать данные платформы для генерации идей членами команды, а также для удаленного распределения обязанностей в рамках проекта",0,1,0,0,0,0,149,1,2,149,20,7.095238095238095,6
48258,Всеми инструментами активно пользовался ранее,0,1,0,0,0,0,45,1,0,45,5,7.5,0
48258,Мероприятие помогло структурировать имеющиеся навыки,0,1,0,0,0,0,52,1,0,52,5,8.666666666666666,0
48258,Спасибо!,0,0,0,0,1,1,8,1,1,8,1,4.0,0
143540,Отточили мастерство планирования.,0,1,0,0,0,0,33,1,1,33,3,8.25,0
143540,"Составили план работы на неделю, что необходимо.",0,1,0,0,0,0,48,1,2,48,7,6.0,2
143540,"Составили план работы и посмотрели как работать в тех инструментах, которыми мы пользуемся.",0,1,0,0,0,0,91,1,2,91,13,6.5,4
144178,"Узнала проблемы, с которыми столкнулись другие наставники.",0,1,0,0,0,0,58,1,2,58,7,7.25,1
144178,Получила ответы на интересующие вопросы.,0,1,0,0,0,0,40,1,1,40,5,6.666666666666667,1
144178,Спасибо за фиксацию вопросов-ответов в гугл-документе. Очень удобно использовать информацию для дальнейшей работы.,0,1,0,0,0,0,114,2,4,114,13,8.142857142857142,3
96598,"налаживание эффективной коммуникации, получение обратной рефлексии",0,1,0,0,0,0,66,0,1,66,6,9.428571428571429,0
118422,Систематизировал знания в сфере проектной деятельности,0,1,0,0,0,0,54,1,0,54,6,7.714285714285714,1
146887,"Генерировать идеи в малознакомых, новых областях",0,1,0,0,0,0,48,1,1,48,6,6.857142857142857,1
146887,"Расширение кругозора, активация фантазий и повышение уровня креатива в крови",0,1,0,0,0,1,76,1,1,76,10,6.909090909090909,2
146887,"Большое спасибо организаторам и экспертам за предоставленную возможность доступного обучения, получения новых навыков и, конечно же, простого живого общения",0,0,0,0,1,0,156,1,3,156,19,7.8,3
145702,"Большое спасибо за вебинар. Вы предоставили много ""еды"" для мозга, есть много чего обдумать и думаю, что  это поможет выбрать направление для будущих проектов и собственно идей для них.
Еще раз большое спасибо!)",0,0,0,0,1,0,211,3,8,211,33,6.205882352941177,14
145455,Для меня нова идея матрицы НТИ. Очень полезный инструмент.,0,1,0,0,0,0,58,3,2,58,9,5.8,2
145455,"Я пытаюсь развить свой потенциал,  хочу стать более креативным человеком, думаю с вашей помощью я добьюсь этой цели",0,0,1,0,0,0,115,1,2,115,18,6.052631578947368,5
145455,Пока усваиваю информацию и получаю удовольствие от общения в интенсиве. Спасибо Вам,0,0,1,0,0,0,83,3,1,83,12,6.384615384615385,4
